Date,Commodity,Sector,Closing Price
10/28/2010,Rice,Agriculture,14.63
10/28/2010,Silver,Precious Metals,24.56
10/28/2010,Soybeans,Agriculture,1288.25
10/28/2010,Wheat,Agriculture,709.50
10/29/2010,Crude Oil,Energy,81.80
10/29/2010,Gasoline,Energy,2.08
10/29/2010,Gold,Precious Metals,1350.60
10/29/2010,Heating Oil,Energy,2.26
10/29/2010,Natural Gas,Energy,1.89
10/29/2010,Platinum,Precious Metals,1707.10
10/29/2010,Rice,Agriculture,14.07
10/29/2010,Silver,Precious Metals,24.55
10/29/2010,Soybeans,Agriculture,1214.75
10/29/2010,Wheat,Agriculture,711.50
11/1/2010,Crude Oil,Energy,81.45
11/1/2010,Gasoline,Energy,2.09
11/1/2010,Gold,Precious Metals,1356.90
11/1/2010,Heating Oil,Energy,2.28
11/1/2010,Natural Gas,Energy,1.95
11/1/2010,Platinum,Precious Metals,1711.50
11/1/2010,Rice,Agriculture,13.72
11/1/2010,Silver,Precious Metals,24.84
11/1/2010,Soybeans,Agriculture,1221.50
11/1/2010,Wheat,Agriculture,668.25
11/2/2010,Crude Oil,Energy,82.88
11/2/2010,Gasoline,Energy,2.11
11/2/2010,Gold,Precious Metals,1337.60
11/2/2010,Heating Oil,Energy,2.29
11/2/2010,Natural Gas,Energy,1.87
11/2/2010,Platinum,Precious Metals,1719.10
11/2/2010,Rice,Agriculture,13.27
11/2/2010,Silver,Precious Metals,24.44
11/2/2010,Soybeans,Agriculture,1242.25
11/2/2010,Wheat,Agriculture,679.00
11/3/2010,Crude Oil,Energy,84.37
11/3/2010,Gasoline,Energy,2.14
11/3/2010,Gold,Precious Metals,1383.10
11/3/2010,Heating Oil,Energy,2.33
11/3/2010,Natural Gas,Energy,1.79
11/3/2010,Platinum,Precious Metals,1697.20
11/3/2010,Rice,Agriculture,13.44
11/3/2010,Silver,Precious Metals,26.04
11/3/2010,Soybeans,Agriculture,1201.50
11/3/2010,Wheat,Agriculture,690.75
11/4/2010,Crude Oil,Energy,86.43
11/4/2010,Gasoline,Energy,2.18
11/4/2010,Gold,Precious Metals,1397.70
11/4/2010,Heating Oil,Energy,2.37
11/4/2010,Natural Gas,Energy,1.82
11/4/2010,Platinum,Precious Metals,1755.90
11/4/2010,Rice,Agriculture,13.95
11/4/2010,Silver,Precious Metals,26.75
11/4/2010,Soybeans,Agriculture,1230.00
11/4/2010,Wheat,Agriculture,684.00
11/5/2010,Crude Oil,Energy,86.60
11/5/2010,Gasoline,Energy,2.18
11/5/2010,Gold,Precious Metals,1403.20
11/5/2010,Heating Oil,Energy,2.38
11/5/2010,Natural Gas,Energy,1.75
11/5/2010,Platinum,Precious Metals,1768.90
11/5/2010,Rice,Agriculture,13.90
11/5/2010,Silver,Precious Metals,27.43
11/5/2010,Soybeans,Agriculture,1240.00
11/5/2010,Wheat,Agriculture,688.50
11/8/2010,Crude Oil,Energy,87.39
11/8/2010,Gasoline,Energy,2.18
11/8/2010,Gold,Precious Metals,1410.10
11/8/2010,Heating Oil,Energy,2.40
11/8/2010,Natural Gas,Energy,1.82
11/8/2010,Platinum,Precious Metals,1771.10
11/8/2010,Rice,Agriculture,13.85
11/8/2010,Silver,Precious Metals,28.91
11/8/2010,Soybeans,Agriculture,1238.50
11/8/2010,Wheat,Agriculture,684.25
11/9/2010,Crude Oil,Energy,87.46
11/9/2010,Gasoline,Energy,2.19
11/9/2010,Gold,Precious Metals,1399.30
11/9/2010,Heating Oil,Energy,2.41
11/9/2010,Natural Gas,Energy,1.94
11/9/2010,Platinum,Precious Metals,1809.60
11/9/2010,Rice,Agriculture,13.41
11/9/2010,Silver,Precious Metals,26.87
11/9/2010,Soybeans,Agriculture,1235.00
11/9/2010,Wheat,Agriculture,687.25
11/10/2010,Crude Oil,Energy,86.70
11/10/2010,Gasoline,Energy,2.24
11/10/2010,Gold,Precious Metals,1403.30
11/10/2010,Heating Oil,Energy,2.44
11/10/2010,Natural Gas,Energy,1.82
11/10/2010,Platinum,Precious Metals,1737.90
11/10/2010,Rice,Agriculture,13.41
11/10/2010,Silver,Precious Metals,27.41
11/10/2010,Soybeans,Agriculture,1243.00
11/10/2010,Wheat,Agriculture,690.50
11/11/2010,Crude Oil,Energy,87.85
11/11/2010,Gasoline,Energy,2.21
11/11/2010,Gold,Precious Metals,1365.50
11/11/2010,Heating Oil,Energy,2.43
11/11/2010,Natural Gas,Energy,1.92
11/11/2010,Platinum,Precious Metals,1745.80
11/11/2010,Rice,Agriculture,13.43
11/11/2010,Silver,Precious Metals,25.94
11/11/2010,Soybeans,Agriculture,1283.00
11/11/2010,Wheat,Agriculture,690.50
11/12/2010,Crude Oil,Energy,87.73
11/12/2010,Gasoline,Energy,2.17
11/12/2010,Gold,Precious Metals,1368.50
11/12/2010,Heating Oil,Energy,2.36
11/12/2010,Natural Gas,Energy,1.75
11/12/2010,Platinum,Precious Metals,1684.60
11/12/2010,Rice,Agriculture,13.88
11/12/2010,Silver,Precious Metals,26.09
11/12/2010,Soybeans,Agriculture,1279.75
11/12/2010,Wheat,Agriculture,740.00
11/15/2010,Crude Oil,Energy,84.87
11/15/2010,Gasoline,Energy,2.16
11/15/2010,Gold,Precious Metals,1338.40
11/15/2010,Heating Oil,Energy,2.39
11/15/2010,Natural Gas,Energy,1.69
11/15/2010,Platinum,Precious Metals,1685.80
11/15/2010,Rice,Agriculture,14.38
11/15/2010,Silver,Precious Metals,25.23
11/15/2010,Soybeans,Agriculture,1300.25
11/15/2010,Wheat,Agriculture,748.50
11/16/2010,Crude Oil,Energy,83.02
11/16/2010,Gasoline,Energy,2.11
11/16/2010,Gold,Precious Metals,1336.90
11/16/2010,Heating Oil,Energy,2.33
11/16/2010,Natural Gas,Energy,1.60
11/16/2010,Platinum,Precious Metals,1645.70
11/16/2010,Rice,Agriculture,14.44
11/16/2010,Silver,Precious Metals,25.51
11/16/2010,Soybeans,Agriculture,1288.50
11/16/2010,Wheat,Agriculture,779.00
11/17/2010,Crude Oil,Energy,81.75
11/17/2010,Gasoline,Energy,2.10
11/17/2010,Gold,Precious Metals,1353.00
11/17/2010,Heating Oil,Energy,2.27
11/17/2010,Natural Gas,Energy,1.65
11/17/2010,Platinum,Precious Metals,1640.90
11/17/2010,Rice,Agriculture,14.67
11/17/2010,Silver,Precious Metals,26.83
11/17/2010,Soybeans,Agriculture,1285.50
11/17/2010,Wheat,Agriculture,793.00
11/18/2010,Crude Oil,Energy,80.45
11/18/2010,Gasoline,Energy,2.16
11/18/2010,Gold,Precious Metals,1352.30
11/18/2010,Heating Oil,Energy,2.31
11/18/2010,Natural Gas,Energy,1.72
11/18/2010,Platinum,Precious Metals,1663.90
11/18/2010,Rice,Agriculture,14.55
11/18/2010,Silver,Precious Metals,27.18
11/18/2010,Soybeans,Agriculture,1296.00
11/18/2010,Wheat,Agriculture,784.75
11/19/2010,Crude Oil,Energy,82.24
11/19/2010,Gasoline,Energy,2.13
11/19/2010,Gold,Precious Metals,1357.80
11/19/2010,Heating Oil,Energy,2.29
11/19/2010,Natural Gas,Energy,1.73
11/19/2010,Platinum,Precious Metals,1671.10
11/19/2010,Rice,Agriculture,14.17
11/19/2010,Silver,Precious Metals,27.46
11/19/2010,Soybeans,Agriculture,1281.50
11/19/2010,Wheat,Agriculture,784.00
11/22/2010,Crude Oil,Energy,82.15
11/22/2010,Gasoline,Energy,2.10
11/22/2010,Gold,Precious Metals,1377.60
11/22/2010,Heating Oil,Energy,2.29
11/22/2010,Natural Gas,Energy,1.78
11/22/2010,Platinum,Precious Metals,1655.50
11/22/2010,Rice,Agriculture,13.96
11/22/2010,Silver,Precious Metals,27.57
11/22/2010,Soybeans,Agriculture,1273.00
11/22/2010,Wheat,Agriculture,788.50
11/23/2010,Crude Oil,Energy,81.61
11/23/2010,Gasoline,Energy,2.09
11/23/2010,Gold,Precious Metals,1375.00
11/23/2010,Heating Oil,Energy,2.27
11/23/2010,Natural Gas,Energy,1.85
11/23/2010,Platinum,Precious Metals,1657.70
11/23/2010,Rice,Agriculture,13.89
11/23/2010,Silver,Precious Metals,27.60
11/23/2010,Soybeans,Agriculture,1312.00
11/23/2010,Wheat,Agriculture,775.50
11/24/2010,Crude Oil,Energy,81.40
11/24/2010,Gasoline,Energy,2.16
11/24/2010,Gold,Precious Metals,1364.30
11/24/2010,Heating Oil,Energy,2.34
11/24/2010,Natural Gas,Energy,1.73
11/24/2010,Platinum,Precious Metals,1658.40
11/24/2010,Rice,Agriculture,13.93
11/24/2010,Silver,Precious Metals,26.77
11/24/2010,Soybeans,Agriculture,1306.00
11/24/2010,Wheat,Agriculture,780.25
11/26/2010,Crude Oil,Energy,84.23
11/26/2010,Gasoline,Energy,2.16
11/26/2010,Gold,Precious Metals,1367.50
11/26/2010,Heating Oil,Energy,2.33
11/26/2010,Natural Gas,Energy,1.62
11/26/2010,Platinum,Precious Metals,1645.20
11/26/2010,Rice,Agriculture,14.24
11/26/2010,Silver,Precious Metals,27.19
11/26/2010,Soybeans,Agriculture,1307.75
11/26/2010,Wheat,Agriculture,763.25
11/29/2010,Crude Oil,Energy,83.90
11/29/2010,Gasoline,Energy,2.22
11/29/2010,Gold,Precious Metals,1386.10
11/29/2010,Heating Oil,Energy,2.38
11/29/2010,Natural Gas,Energy,1.55
11/29/2010,Platinum,Precious Metals,1644.60
11/29/2010,Rice,Agriculture,13.98
11/29/2010,Silver,Precious Metals,28.21
11/29/2010,Soybeans,Agriculture,1300.50
11/29/2010,Wheat,Agriculture,764.75
11/30/2010,Crude Oil,Energy,85.81
11/30/2010,Gasoline,Energy,2.19
11/30/2010,Gold,Precious Metals,1388.30
11/30/2010,Heating Oil,Energy,2.38
11/30/2010,Natural Gas,Energy,1.59
11/30/2010,Platinum,Precious Metals,1666.40
11/30/2010,Rice,Agriculture,14.03
11/30/2010,Silver,Precious Metals,28.41
11/30/2010,Soybeans,Agriculture,1310.50
11/30/2010,Wheat,Agriculture,749.75
12/1/2010,Crude Oil,Energy,83.66
12/1/2010,Gasoline,Energy,2.30
12/1/2010,Gold,Precious Metals,1389.30
12/1/2010,Heating Oil,Energy,2.41
12/1/2010,Natural Gas,Energy,1.64
12/1/2010,Platinum,Precious Metals,1684.00
12/1/2010,Rice,Agriculture,14.03
12/1/2010,Silver,Precious Metals,28.57
12/1/2010,Soybeans,Agriculture,1327.00
12/1/2010,Wheat,Agriculture,756.75
12/2/2010,Crude Oil,Energy,87.00
12/2/2010,Gasoline,Energy,2.36
12/2/2010,Gold,Precious Metals,1406.20
12/2/2010,Heating Oil,Energy,2.45
12/2/2010,Natural Gas,Energy,1.69
12/2/2010,Platinum,Precious Metals,1713.10
12/2/2010,Rice,Agriculture,13.99
12/2/2010,Silver,Precious Metals,29.27
12/2/2010,Soybeans,Agriculture,1337.50
12/2/2010,Wheat,Agriculture,769.50
12/3/2010,Crude Oil,Energy,87.94
12/3/2010,Gasoline,Energy,2.35
12/3/2010,Gold,Precious Metals,1416.10
12/3/2010,Heating Oil,Energy,2.49
12/3/2010,Natural Gas,Energy,1.63
12/3/2010,Platinum,Precious Metals,1728.50
12/3/2010,Rice,Agriculture,14.04
12/3/2010,Silver,Precious Metals,29.74
12/3/2010,Soybeans,Agriculture,1339.75
12/3/2010,Wheat,Agriculture,765.00
12/6/2010,Crude Oil,Energy,89.44
12/6/2010,Gasoline,Energy,2.34
12/6/2010,Gold,Precious Metals,1409.00
12/6/2010,Heating Oil,Energy,2.48
12/6/2010,Natural Gas,Energy,1.64
12/6/2010,Platinum,Precious Metals,1713.60
12/6/2010,Rice,Agriculture,13.93
12/6/2010,Silver,Precious Metals,29.78
12/6/2010,Soybeans,Agriculture,1360.00
12/6/2010,Wheat,Agriculture,783.50
12/7/2010,Crude Oil,Energy,88.92
12/7/2010,Gasoline,Energy,2.32
12/7/2010,Gold,Precious Metals,1383.20
12/7/2010,Heating Oil,Energy,2.47
12/7/2010,Natural Gas,Energy,1.66
12/7/2010,Platinum,Precious Metals,1705.20
12/7/2010,Rice,Agriculture,13.73
12/7/2010,Silver,Precious Metals,28.25
12/7/2010,Soybeans,Agriculture,1384.50
12/7/2010,Wheat,Agriculture,783.00
12/8/2010,Crude Oil,Energy,88.55
12/8/2010,Gasoline,Energy,2.30
12/8/2010,Gold,Precious Metals,1392.80
12/8/2010,Heating Oil,Energy,2.46
12/8/2010,Natural Gas,Energy,1.65
12/8/2010,Platinum,Precious Metals,1681.40
12/8/2010,Rice,Agriculture,13.70
12/8/2010,Silver,Precious Metals,28.82
12/8/2010,Soybeans,Agriculture,1387.00
12/8/2010,Wheat,Agriculture,780.25
12/9/2010,Crude Oil,Energy,88.55
12/9/2010,Gasoline,Energy,2.34
12/9/2010,Gold,Precious Metals,1384.90
12/9/2010,Heating Oil,Energy,2.47
12/9/2010,Natural Gas,Energy,1.60
12/9/2010,Platinum,Precious Metals,1678.90
12/9/2010,Rice,Agriculture,13.56
12/9/2010,Silver,Precious Metals,28.61
12/9/2010,Soybeans,Agriculture,1377.00
12/9/2010,Wheat,Agriculture,798.25
12/10/2010,Crude Oil,Energy,88.51
12/10/2010,Gasoline,Energy,2.31
12/10/2010,Gold,Precious Metals,1398.00
12/10/2010,Heating Oil,Energy,2.47
12/10/2010,Natural Gas,Energy,1.60
12/10/2010,Platinum,Precious Metals,1675.30
12/10/2010,Rice,Agriculture,13.38
12/10/2010,Silver,Precious Metals,29.62
12/10/2010,Soybeans,Agriculture,1376.00
12/10/2010,Wheat,Agriculture,799.25
12/13/2010,Crude Oil,Energy,87.68
12/13/2010,Gasoline,Energy,2.32
12/13/2010,Gold,Precious Metals,1404.30
12/13/2010,Heating Oil,Energy,2.47
12/13/2010,Natural Gas,Energy,1.65
12/13/2010,Platinum,Precious Metals,1697.30
12/13/2010,Rice,Agriculture,13.88
12/13/2010,Silver,Precious Metals,29.79
12/13/2010,Soybeans,Agriculture,1403.00
12/13/2010,Wheat,Agriculture,784.75
12/14/2010,Crude Oil,Energy,88.19
12/14/2010,Gasoline,Energy,2.30
12/14/2010,Gold,Precious Metals,1386.20
12/14/2010,Heating Oil,Energy,2.47
12/14/2010,Natural Gas,Energy,1.60
12/14/2010,Platinum,Precious Metals,1713.90
12/14/2010,Rice,Agriculture,13.93
12/14/2010,Silver,Precious Metals,29.25
12/14/2010,Soybeans,Agriculture,1379.00
12/14/2010,Wheat,Agriculture,794.25
12/15/2010,Crude Oil,Energy,88.28
12/15/2010,Gasoline,Energy,2.31
12/15/2010,Gold,Precious Metals,1371.00
12/15/2010,Heating Oil,Energy,2.48
12/15/2010,Natural Gas,Energy,1.73
12/15/2010,Platinum,Precious Metals,1704.40
12/15/2010,Rice,Agriculture,14.29
12/15/2010,Silver,Precious Metals,28.78
12/15/2010,Soybeans,Agriculture,1369.50
12/15/2010,Wheat,Agriculture,805.50
12/16/2010,Crude Oil,Energy,88.10
12/16/2010,Gasoline,Energy,2.30
12/16/2010,Gold,Precious Metals,1379.20
12/16/2010,Heating Oil,Energy,2.48
12/16/2010,Natural Gas,Energy,1.82
12/16/2010,Platinum,Precious Metals,1698.60
12/16/2010,Rice,Agriculture,14.49
12/16/2010,Silver,Precious Metals,29.13
12/16/2010,Soybeans,Agriculture,1393.50
12/16/2010,Wheat,Agriculture,789.25
12/17/2010,Crude Oil,Energy,87.87
12/17/2010,Gasoline,Energy,2.31
12/17/2010,Gold,Precious Metals,1386.10
12/17/2010,Heating Oil,Energy,2.47
12/17/2010,Natural Gas,Energy,1.87
12/17/2010,Platinum,Precious Metals,1698.50
12/17/2010,Rice,Agriculture,14.15
12/17/2010,Silver,Precious Metals,29.36
12/17/2010,Soybeans,Agriculture,1378.00
12/17/2010,Wheat,Agriculture,808.25
12/20/2010,Crude Oil,Energy,88.18
12/20/2010,Gasoline,Energy,2.36
12/20/2010,Gold,Precious Metals,1388.80
12/20/2010,Heating Oil,Energy,2.50
12/20/2010,Natural Gas,Energy,1.84
12/20/2010,Platinum,Precious Metals,1715.70
12/20/2010,Rice,Agriculture,14.08
12/20/2010,Silver,Precious Metals,29.39
12/20/2010,Soybeans,Agriculture,1365.00
12/20/2010,Wheat,Agriculture,789.00
12/21/2010,Crude Oil,Energy,89.22
12/21/2010,Gasoline,Energy,2.38
12/21/2010,Gold,Precious Metals,1387.40
12/21/2010,Heating Oil,Energy,2.53
12/21/2010,Natural Gas,Energy,1.88
12/21/2010,Platinum,Precious Metals,1727.10
12/21/2010,Rice,Agriculture,13.90
12/21/2010,Silver,Precious Metals,29.39
12/21/2010,Soybeans,Agriculture,1380.50
12/21/2010,Wheat,Agriculture,774.00
12/22/2010,Crude Oil,Energy,89.99
12/22/2010,Gasoline,Energy,2.41
12/22/2010,Gold,Precious Metals,1380.50
12/22/2010,Heating Oil,Energy,2.54
12/22/2010,Natural Gas,Energy,1.94
12/22/2010,Platinum,Precious Metals,1735.80
12/22/2010,Rice,Agriculture,13.63
12/22/2010,Silver,Precious Metals,29.33
12/22/2010,Soybeans,Agriculture,1357.00
12/22/2010,Wheat,Agriculture,767.25
12/23/2010,Crude Oil,Energy,90.61
12/23/2010,Gasoline,Energy,2.43
12/23/2010,Gold,Precious Metals,1382.90
12/23/2010,Heating Oil,Energy,2.55
12/23/2010,Natural Gas,Energy,1.78
12/23/2010,Platinum,Precious Metals,1727.80
12/23/2010,Rice,Agriculture,13.84
12/23/2010,Silver,Precious Metals,29.26
12/23/2010,Soybeans,Agriculture,1415.00
12/23/2010,Wheat,Agriculture,759.50
12/27/2010,Crude Oil,Energy,91.07
12/27/2010,Gasoline,Energy,2.41
12/27/2010,Gold,Precious Metals,1405.60
12/27/2010,Heating Oil,Energy,2.53
12/27/2010,Natural Gas,Energy,1.71
12/27/2010,Platinum,Precious Metals,1741.00
12/27/2010,Rice,Agriculture,13.88
12/27/2010,Silver,Precious Metals,30.32
12/27/2010,Soybeans,Agriculture,1416.00
12/27/2010,Wheat,Agriculture,770.50
12/28/2010,Crude Oil,Energy,90.79
12/28/2010,Gasoline,Energy,2.40
12/28/2010,Gold,Precious Metals,1413.50
12/28/2010,Heating Oil,Energy,2.54
12/28/2010,Natural Gas,Energy,1.77
12/28/2010,Platinum,Precious Metals,1757.20
12/28/2010,Rice,Agriculture,13.70
12/28/2010,Silver,Precious Metals,30.70
12/28/2010,Soybeans,Agriculture,1422.50
12/28/2010,Wheat,Agriculture,783.50
12/29/2010,Crude Oil,Energy,91.27
12/29/2010,Gasoline,Energy,2.39
12/29/2010,Gold,Precious Metals,1405.90
12/29/2010,Heating Oil,Energy,2.53
12/29/2010,Natural Gas,Energy,1.83
12/29/2010,Platinum,Precious Metals,1760.20
12/29/2010,Rice,Agriculture,13.85
12/29/2010,Silver,Precious Metals,30.51
12/29/2010,Soybeans,Agriculture,1413.25
12/29/2010,Wheat,Agriculture,773.25
12/30/2010,Crude Oil,Energy,90.15
12/30/2010,Gasoline,Energy,2.38
12/30/2010,Gold,Precious Metals,1421.40
12/30/2010,Heating Oil,Energy,2.50
12/30/2010,Natural Gas,Energy,1.80
12/30/2010,Platinum,Precious Metals,1749.30
12/30/2010,Rice,Agriculture,14.01
12/30/2010,Silver,Precious Metals,30.94
12/30/2010,Soybeans,Agriculture,1411.50
12/30/2010,Wheat,Agriculture,793.25
12/31/2010,Crude Oil,Energy,89.67
12/31/2010,Gasoline,Energy,2.43
12/31/2010,Gold,Precious Metals,1422.90
12/31/2010,Heating Oil,Energy,2.54
12/31/2010,Natural Gas,Energy,1.76
12/31/2010,Platinum,Precious Metals,1778.20
12/31/2010,Rice,Agriculture,14.51
12/31/2010,Silver,Precious Metals,31.13
12/31/2010,Soybeans,Agriculture,1414.25
12/31/2010,Wheat,Agriculture,797.25
1/3/2011,Crude Oil,Energy,91.31
1/3/2011,Gasoline,Energy,2.43
1/3/2011,Gold,Precious Metals,1378.80
1/3/2011,Heating Oil,Energy,2.55
1/3/2011,Natural Gas,Energy,1.68
1/3/2011,Platinum,Precious Metals,1786.40
1/3/2011,Rice,Agriculture,14.67
1/3/2011,Silver,Precious Metals,29.51
1/3/2011,Soybeans,Agriculture,1412.25
1/3/2011,Wheat,Agriculture,803.50
1/4/2011,Crude Oil,Energy,91.37
1/4/2011,Gasoline,Energy,2.41
1/4/2011,Gold,Precious Metals,1373.70
1/4/2011,Heating Oil,Energy,2.51
1/4/2011,Natural Gas,Energy,1.75
1/4/2011,Platinum,Precious Metals,1747.40
1/4/2011,Rice,Agriculture,14.71
1/4/2011,Silver,Precious Metals,29.20
1/4/2011,Soybeans,Agriculture,1404.50
1/4/2011,Wheat,Agriculture,824.50
1/5/2011,Crude Oil,Energy,89.29
1/5/2011,Gasoline,Energy,2.45
1/5/2011,Gold,Precious Metals,1371.70
1/5/2011,Heating Oil,Energy,2.54
1/5/2011,Natural Gas,Energy,1.82
1/5/2011,Platinum,Precious Metals,1734.10
1/5/2011,Rice,Agriculture,14.87
1/5/2011,Silver,Precious Metals,29.13
1/5/2011,Soybeans,Agriculture,1374.50
1/5/2011,Wheat,Agriculture,835.25
1/6/2011,Crude Oil,Energy,90.47
1/6/2011,Gasoline,Energy,2.44
1/6/2011,Gold,Precious Metals,1368.90
1/6/2011,Heating Oil,Energy,2.51
1/6/2011,Natural Gas,Energy,1.85
1/6/2011,Platinum,Precious Metals,1735.10
1/6/2011,Rice,Agriculture,15.15
1/6/2011,Silver,Precious Metals,28.67
1/6/2011,Soybeans,Agriculture,1385.50
1/6/2011,Wheat,Agriculture,838.25
1/7/2011,Crude Oil,Energy,89.05
1/7/2011,Gasoline,Energy,2.41
1/7/2011,Gold,Precious Metals,1374.10
1/7/2011,Heating Oil,Energy,2.49
1/7/2011,Natural Gas,Energy,1.83
1/7/2011,Platinum,Precious Metals,1738.30
1/7/2011,Rice,Agriculture,14.75
1/7/2011,Silver,Precious Metals,28.86
1/7/2011,Soybeans,Agriculture,1399.50
1/7/2011,Wheat,Agriculture,856.50
1/10/2011,Crude Oil,Energy,89.00
1/10/2011,Gasoline,Energy,2.45
1/10/2011,Gold,Precious Metals,1384.30
1/10/2011,Heating Oil,Energy,2.56
1/10/2011,Natural Gas,Energy,1.91
1/10/2011,Platinum,Precious Metals,1745.10
1/10/2011,Rice,Agriculture,15.20
1/10/2011,Silver,Precious Metals,29.50
1/10/2011,Soybeans,Agriculture,1398.00
1/10/2011,Wheat,Agriculture,846.25
1/11/2011,Crude Oil,Energy,89.31
1/11/2011,Gasoline,Energy,2.48
1/11/2011,Gold,Precious Metals,1385.80
1/11/2011,Heating Oil,Energy,2.61
1/11/2011,Natural Gas,Energy,1.92
1/11/2011,Platinum,Precious Metals,1770.30
1/11/2011,Rice,Agriculture,15.09
1/11/2011,Silver,Precious Metals,29.55
1/11/2011,Soybeans,Agriculture,1413.00
1/11/2011,Wheat,Agriculture,825.75
1/12/2011,Crude Oil,Energy,91.90
1/12/2011,Gasoline,Energy,2.46
1/12/2011,Gold,Precious Metals,1387.00
1/12/2011,Heating Oil,Energy,2.62
1/12/2011,Natural Gas,Energy,1.96
1/12/2011,Platinum,Precious Metals,1801.10
1/12/2011,Rice,Agriculture,15.01
1/12/2011,Silver,Precious Metals,29.26
1/12/2011,Soybeans,Agriculture,1438.00
1/12/2011,Wheat,Agriculture,840.75
1/13/2011,Crude Oil,Energy,92.00
1/13/2011,Gasoline,Energy,2.45
1/13/2011,Gold,Precious Metals,1360.50
1/13/2011,Heating Oil,Energy,2.61
1/13/2011,Natural Gas,Energy,1.98
1/13/2011,Platinum,Precious Metals,1821.20
1/13/2011,Rice,Agriculture,15.51
1/13/2011,Silver,Precious Metals,28.32
1/13/2011,Soybeans,Agriculture,1444.00
1/13/2011,Wheat,Agriculture,835.75
1/14/2011,Crude Oil,Energy,90.99
1/14/2011,Gasoline,Energy,2.51
1/14/2011,Gold,Precious Metals,1368.20
1/14/2011,Heating Oil,Energy,2.65
1/14/2011,Natural Gas,Energy,1.84
1/14/2011,Platinum,Precious Metals,1816.00
1/14/2011,Rice,Agriculture,15.94
1/14/2011,Silver,Precious Metals,28.91
1/14/2011,Soybeans,Agriculture,1435.50
1/14/2011,Wheat,Agriculture,863.00
1/18/2011,Crude Oil,Energy,91.05
1/18/2011,Gasoline,Energy,2.49
1/18/2011,Gold,Precious Metals,1370.20
1/18/2011,Heating Oil,Energy,2.65
1/18/2011,Natural Gas,Energy,1.83
1/18/2011,Platinum,Precious Metals,1828.30
1/18/2011,Rice,Agriculture,15.96
1/18/2011,Silver,Precious Metals,28.80
1/18/2011,Soybeans,Agriculture,1433.50
1/18/2011,Wheat,Agriculture,859.00
1/19/2011,Crude Oil,Energy,91.34
1/19/2011,Gasoline,Energy,2.50
1/19/2011,Gold,Precious Metals,1346.50
1/19/2011,Heating Oil,Energy,2.66
1/19/2011,Natural Gas,Energy,1.84
1/19/2011,Platinum,Precious Metals,1838.10
1/19/2011,Rice,Agriculture,16.29
1/19/2011,Silver,Precious Metals,27.47
1/19/2011,Soybeans,Agriculture,1424.50
1/19/2011,Wheat,Agriculture,853.75
1/20/2011,Crude Oil,Energy,90.70
1/20/2011,Gasoline,Energy,2.44
1/20/2011,Gold,Precious Metals,1341.00
1/20/2011,Heating Oil,Energy,2.63
1/20/2011,Natural Gas,Energy,1.79
1/20/2011,Platinum,Precious Metals,1818.60
1/20/2011,Rice,Agriculture,15.80
1/20/2011,Silver,Precious Metals,27.43
1/20/2011,Soybeans,Agriculture,1434.25
1/20/2011,Wheat,Agriculture,858.75
1/21/2011,Crude Oil,Energy,89.45
1/21/2011,Gasoline,Energy,2.48
1/21/2011,Gold,Precious Metals,1344.50
1/21/2011,Heating Oil,Energy,2.65
1/21/2011,Natural Gas,Energy,1.77
1/21/2011,Platinum,Precious Metals,1822.30
1/21/2011,Rice,Agriculture,15.55
1/21/2011,Silver,Precious Metals,27.32
